일시,province,시군구명칭,약품구분,예측수량,학습모델,학습방법
2026-04,서울,광진구,항히스타민제,1142621.3168527964,릿지회귀,배깅
2026-04,서울,구로구,항히스타민제,1657021.4378484427,릿지회귀,배깅
2026-04,서울,금천구,항히스타민제,705015.126370669,릿지회귀,배깅
2026-04,서울,노원구,항히스타민제,2068169.4570019476,릿지회귀,배깅
2026-04,서울,도봉구,항히스타민제,1123539.8318968692,릿지회귀,배깅
2026-04,서울,동대문구,항히스타민제,1649753.9788948395,릿지회귀,배깅
2026-04,서울,동작구,항히스타민제,1278183.1891966956,릿지회귀,배깅
2026-04,서울,마포구,항히스타민제,1497963.9649224284,릿지회귀,배깅
2026-04,서울,서대문구,항히스타민제,1203125.5371956236,릿지회귀,배깅
2026-04,서울,서초구,항히스타민제,1723555.7435621077,릿지회귀,배깅
2026-04,서울,성동구,항히스타민제,1026037.0911567914,릿지회귀,배깅
2026-04,서울,성북구,항히스타민제,1621487.3121156986,릿지회귀,배깅
2026-04,서울,송파구,항히스타민제,3082431.632417943,릿지회귀,배깅
2026-04,서울,양천구,항히스타민제,1685639.3866151075,릿지회귀,배깅
2026-04,서울,영등포구,항히스타민제,1869903.208823052,릿지회귀,배깅
2026-04,서울,용산구,항히스타민제,634874.9701181512,릿지회귀,배깅
2026-04,서울,은평구,항히스타민제,1739833.5692435685,릿지회귀,배깅
2026-04,서울,종로구,항히스타민제,896667.8664995161,릿지회귀,배깅
2026-04,서울,중구,항히스타민제,556284.9754877349,릿지회귀,배깅
2026-04,서울,중랑구,항히스타민제,1421519.8528571955,릿지회귀,배깅
2026-05,서울,강남구,해열진통소염제,7842194.843332185,릿지회귀,배깅
2026-05,서울,강동구,해열진통소염제,6311622.707477391,릿지회귀,배깅
2026-05,서울,강북구,해열진통소염제,2386819.0546100736,릿지회귀,배깅
2026-05,서울,강서구,해열진통소염제,4986977.449905894,릿지회귀,배깅
2026-05,서울,관악구,해열진통소염제,3030194.7792201736,릿지회귀,배깅
2026-05,서울,광진구,해열진통소염제,2877151.1924199453,릿지회귀,배깅
2026-05,서울,구로구,해열진통소염제,3546613.909869051,릿지회귀,배깅
2026-05,서울,금천구,해열진통소염제,1929257.277884376,릿지회귀,배깅
2026-05,서울,노원구,해열진통소염제,4236411.529503328,릿지회귀,배깅
2026-05,서울,도봉구,해열진통소염제,2122408.47911609,릿지회귀,배깅
2026-05,서울,동대문구,해열진통소염제,3670880.458553549,릿지회귀,배깅
2026-05,서울,동작구,해열진통소염제,3155978.481451105,릿지회귀,배깅
2026-05,서울,마포구,해열진통소염제,2303537.559727931,릿지회귀,배깅
2026-05,서울,서대문구,해열진통소염제,2642160.7056278978,릿지회귀,배깅
2026-05,서울,서초구,해열진통소염제,4579502.127695557,릿지회귀,배깅
2026-05,서울,성동구,해열진통소염제,2525355.9701832226,릿지회귀,배깅
2026-05,서울,성북구,해열진통소염제,3198435.83188554,릿지회귀,배깅
2026-05,서울,송파구,해열진통소염제,6005273.021209348,릿지회귀,배깅
2026-05,서울,양천구,해열진통소염제,3479465.6775003886,릿지회귀,배깅
2026-05,서울,영등포구,해열진통소염제,4301916.595727587,릿지회귀,배깅
2026-05,서울,용산구,해열진통소염제,1202165.534778176,릿지회귀,배깅
2026-05,서울,은평구,해열진통소염제,3992491.321719105,릿지회귀,배깅
2026-05,서울,종로구,해열진통소염제,2997114.384390648,릿지회귀,배깅
2026-05,서울,중구,해열진통소염제,1552593.0788503182,릿지회귀,배깅
2026-05,서울,중랑구,해열진통소염제,3242594.669388501,릿지회귀,배깅
2026-05,서울,강남구,진해거담제,4858676.894267791,릿지회귀,배깅
2026-05,서울,강동구,진해거담제,4725952.194751305,릿지회귀,배깅
2026-05,서울,강북구,진해거담제,1709237.596374201,릿지회귀,배깅
2026-05,서울,강서구,진해거담제,4044476.171625584,릿지회귀,배깅
2026-05,서울,관악구,진해거담제,2376270.983007211,릿지회귀,배깅
2026-05,서울,광진구,진해거담제,1966496.209962295,릿지회귀,배깅
2026-05,서울,구로구,진해거담제,3540750.9497738704,릿지회귀,배깅
2026-05,서울,금천구,진해거담제,1513662.3735268146,릿지회귀,배깅
2026-05,서울,노원구,진해거담제,3340587.736133617,릿지회귀,배깅
2026-05,서울,도봉구,진해거담제,1776424.8486142803,릿지회귀,배깅
2026-05,서울,동대문구,진해거담제,2576988.316224395,릿지회귀,배깅
2026-05,서울,동작구,진해거담제,2736869.9225749425,릿지회귀,배깅
2026-05,서울,마포구,진해거담제,2449598.8048563446,릿지회귀,배깅
2026-05,서울,서대문구,진해거담제,2353170.29391396,릿지회귀,배깅
2026-05,서울,서초구,진해거담제,3119256.81886591,릿지회귀,배깅
2026-05,서울,성동구,진해거담제,2087360.8487403512,릿지회귀,배깅
2026-05,서울,성북구,진해거담제,3460684.519475403,릿지회귀,배깅
2026-05,서울,송파구,진해거담제,4960290.284907831,릿지회귀,배깅
2026-05,서울,양천구,진해거담제,2978803.9249694464,릿지회귀,배깅
2026-05,서울,영등포구,진해거담제,3293626.728250488,릿지회귀,배깅
2026-05,서울,용산구,진해거담제,755006.9501241094,릿지회귀,배깅
2026-05,서울,은평구,진해거담제,3029180.4613911454,릿지회귀,배깅
2026-05,서울,종로구,진해거담제,1558653.1352943694,릿지회귀,배깅
2026-05,서울,중구,진해거담제,1060206.414180885,릿지회귀,배깅
2026-05,서울,중랑구,진해거담제,2716849.402598563,릿지회귀,배깅
2026-05,서울,강남구,항히스타민제,2679667.266068844,릿지회귀,배깅
2026-05,서울,강동구,항히스타민제,2151276.0600819653,릿지회귀,배깅
2026-05,서울,강북구,항히스타민제,655052.8202349996,릿지회귀,배깅
